domain,difficulty,run_id,scene,mode,method,provider,model,success,first_attempt_valid,iterations,first_plan_length,final_plan_length,first_failed_step,first_failed_action,first_error,final_failed_step,final_failed_action,final_error,inferred_root_cause,total_val_runtime_seconds,average_val_runtime_seconds,failure_stage,run_directory,summary_file
block,medium,run_hybrid_feedback_qwen2.5_latest_03,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.148327,0.074164,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_03,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_03\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_04,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.14688,0.07344,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_04,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_04\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_05,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.164814,0.082407,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_05,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_05\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_06,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.164162,0.082081,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_06,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_06\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_07,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.164048,0.082024,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_07,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_07\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_08,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.154882,0.077441,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_08,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_08\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_09,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.157184,0.078592,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_09,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_09\run_summary.json
block,medium,run_hybrid_feedback_qwen2.5_latest_10,scene_02_pyramid,llm,hybrid_feedback,ollama,qwen2.5:latest,True,False,2,3,6,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),,,,other_unsatisfied_precondition,0.144442,0.072221,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_10,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_hybrid_feedback_qwen2.5_latest_10\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_01,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,10.049317,10.049317,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_01,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_01\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_02,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,10.025297,10.025297,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_02,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_02\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_03,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,7.864358,7.864358,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_03,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_03\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_04,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,7.873291,7.873291,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_04,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_04\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_05,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,9.980714,9.980714,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_05,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_05\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_06,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,8.118535,8.118535,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_06,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_06\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_07,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,9.983677,9.983677,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_07,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_07\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_08,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,7.815574,7.815574,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_08,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_08\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_09,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,8.977051,8.977051,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_09,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_09\run_summary.json
block,medium,run_pure_llm_deepseek-v4-flash_10,scene_02_pyramid,llm,pure_llm,deepseek,deepseek-v4-flash,True,True,1,6,6,,,,,,,,10.069831,10.069831,,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_10,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_deepseek-v4-flash_10\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_01,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,10.367202,10.367202,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_01,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_01\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_02,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.461429,8.461429,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_02,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_02\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_03,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.510301,8.510301,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_03,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_03\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_04,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.600777,8.600777,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_04,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_04\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_05,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.454446,8.454446,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_05,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_05\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_06,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.497592,8.497592,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_06,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_06\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_07,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.439108,8.439108,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_07,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_07\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_08,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.721663,8.721663,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_08,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_08\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_09,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.441675,8.441675,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_09,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_09\run_summary.json
block,medium,run_pure_llm_llama3.1_8b_10,scene_02_pyramid,llm,pure_llm,ollama,llama3.1:8b,False,False,1,11,,6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",6,"stack-bridge(B5, B2, B3)","Missing preconditions: right-free(B2), left-free(B3)",support_slot_conflict,8.409572,8.409572,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_10,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_llama3.1_8b_10\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_01,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,14.924243,14.924243,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_01,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_01\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_02,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.727699,11.727699,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_02,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_02\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_03,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.79427,11.79427,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_03,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_03\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_04,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.040281,11.040281,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_04,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_04\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_05,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,13.462971,13.462971,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_05,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_05\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_06,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.475923,11.475923,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_06,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_06\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_07,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.7939,11.7939,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_07,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_07\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_08,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,10.614967,10.614967,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_08,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_08\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_09,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.781163,11.781163,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_09,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_09\run_summary.json
block,medium,run_pure_llm_qwen2.5_latest_10,scene_02_pyramid,llm,pure_llm,ollama,qwen2.5:latest,False,False,1,3,,1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),1,"stack-bridge(B4, B1, B2)",Missing preconditions: holding(B4),other_unsatisfied_precondition,11.866268,11.866268,maximum_iterations_reached,E:\桌面\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_10,D:\LLM-PDDL\results\formal\refinement\block_building\scene_02_pyramid\run_pure_llm_qwen2.5_latest_10\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_01,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.544797,3.544797,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_01,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_01\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_02,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.271374,3.271374,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_02,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_02\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_03,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.285995,3.285995,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_03,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_03\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_04,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.264931,3.264931,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_04,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_04\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_05,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.412377,3.412377,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_05,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_05\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_06,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.242909,3.242909,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_06,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_06\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_07,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.284041,3.284041,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_07,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_07\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_08,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.293426,3.293426,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_08,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_08\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_09,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.274702,3.274702,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_09,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_09\run_summary.json
block,hard,run_hybrid_feedback_deepseek-v4-flash_10,scene_03_large_pyramid,llm,hybrid_feedback,deepseek,deepseek-v4-flash,True,True,1,12,12,,,,,,,,3.265069,3.265069,,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_10,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_deepseek-v4-flash_10\run_summary.json
block,hard,run_hybrid_feedback_llama3.1_8b_01,scene_03_large_pyramid,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,12,,12,"stack(top, U1)",Missing preconditions: clear(U1),3,"stack-bridge(M1, B1, B2)",Missing preconditions: holding(M1),other_unsatisfied_precondition,4.34786,1.449287,maximum_iterations_reached,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_01,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_01\run_summary.json
block,hard,run_hybrid_feedback_llama3.1_8b_02,scene_03_large_pyramid,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,2,12,,12,"stack(top, U1)",Missing preconditions: clear(U1),,,"Plan step 10: unknown action 'clear' for domain 'block_building'. Available actions: pick-up, put-down, stack, stack-bridge, unstack, unstack-bridge",other_unsatisfied_precondition,0.177,0.0885,malformed_plan_during_feedback,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_02,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_02\run_summary.json
block,hard,run_hybrid_feedback_llama3.1_8b_03,scene_03_large_pyramid,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,12,,12,"stack(top, U1)",Missing preconditions: clear(U1),9,put-down(M1),Missing precondition: holding(M1),other_unsatisfied_precondition,0.26046,0.08682,maximum_iterations_reached,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_03,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_03\run_summary.json
block,hard,run_hybrid_feedback_llama3.1_8b_04,scene_03_large_pyramid,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,12,,12,"stack(top, U1)",Missing preconditions: clear(U1),3,"stack-bridge(M1, B1, B2)",Missing preconditions: holding(M1),other_unsatisfied_precondition,0.247984,0.082661,maximum_iterations_reached,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_04,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_04\run_summary.json
block,hard,run_hybrid_feedback_llama3.1_8b_05,scene_03_large_pyramid,llm,hybrid_feedback,ollama,llama3.1:8b,False,False,3,12,,12,"stack(top, U1)",Missing preconditions: clear(U1),9,put-down(M1),Missing precondition: holding(M1),other_unsatisfied_precondition,0.260621,0.086874,maximum_iterations_reached,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_05,D:\LLM-PDDL\results\formal\refinement\block_building\scene_03_large_pyramid\run_hybrid_feedback_llama3.1_8b_05\run_summary.json
